fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	coverage	leaf_size_log	prob_corte	estimulos	ganancia	iteracion_bayesiana		min_data_in_leaf	num_leaves		min_data_in_leaf	num_leaves
20221112 122704	2154	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	101	1	1	1	0.1	50	0.5	FALSE	936659	0.062534238	0.587086872	0.992098134	9.247386676	0.014720077	16143	14914000	41						
20221112 234559	2154	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	791	1	1	1	0.1	50	0.5	FALSE	936659	0.046908234	0.580518853	0.368958237	10.65423486	4.05E-05	16836	14648000	74						
20221113 003645	2154	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	782	1	1	1	0.1	50	0.5	FALSE	936659	0.079689292	0.658978619	0.12282087	5.42740986	0.015108813	16544	14512000	80						
20221112 160822	2154	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	26	1	1	1	0.1	50	0.5	FALSE	936659	0.188908496	0.685875198	0.562949687	8.685374987	0.016145703	16124	14072000	52						
20221113 000446	2154	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2370	1	1	1	0.1	50	0.5	FALSE	936659	0.107596749	0.547566708	0.699271683	2.562428986	0.016668785	17112	13936000	75						
20221113 001616	2154	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1934	1	1	1	0.1	50	0.5	FALSE	936659	0.169136847	0.585898537	0.066597075	4.658997127	0.016832392	16197	13446000	77						
20221112 033047	2154	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	283	1	1	1	0.1	50	0.5	FALSE	936659	0.179319669	0.742153562	0.82666055	11.94507817	2.11E-07	16069	13142000	13						
20221112 231149	2154	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	910	1	1	1	0.1	50	0.5	FALSE	936659	0.217496695	0.643182475	0.175942955	3.007131065	0.015736978	16430	12980000	71						
20221112 071816	2154	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	9966	1	1	1	0.1	50	0.5	FALSE	936659	0.006652566	0.899693746	0.054776853	5.74864248	0.015956484	17476	12808000	23						
20221112 232203	2154	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2145	1	1	1	0.1	50	0.5	FALSE	936659	0.253757676	0.602665918	0.080464357	3.958053048	0.01403364	17474	12492000	72						
20221112 032132	2154	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	977	1	1	1	0.1	50	0.5	FALSE	936659	0.224053223	0.508795011	0.35158556	2.213698972	0.01747756	15556	12248000	12						
20221112 225138	2154	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	9985	1	1	1	0.1	50	0.5	FALSE	936659	0.008483081	0.848256397	0.103716221	3.876131387	0.015777724	16742	11796000	68						
20221113 003222	2154	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	3141	1	1	1	0.1	50	0.5	FALSE	936659	0.012357933	0.707520117	0.264472034	2.751532955	0.017584522	16483	10314000	79						
20221113 004821	2154	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	3278	1	1	1	0.1	50	0.5	FALSE	936659	0.04163002	0.797803247	0.22455379	1.459114829	0.01517315	18165	7990000	81						
20221112 013336	2154	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1072	1	1	1	0.1	50	0.5	FALSE	936659	0.240724374	0.608035755	0.413664639	1.485744185	0.013928304	18950	6260000	2						
20221113 004928	2154	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	10	1	1	1	0.1	50	0.5	FALSE	936659	0.066563764	0.882480606	0.07610382	1.145960482	0.038122529	21236	4968000	82						
