fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	prob_corte	estimulos	ganancia	iteracion_bayesiana
20221029 175813	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1616	1	1	1	0.1	50	0.5	FALSE	668111	0.0376047432224004	0.646317797235679	959	1231	3.4970042347694e-06	12677	19846000	11
20221029 180316	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	409	1	1	1	0.1	50	0.5	FALSE	668111	0.110555158625284	0.954080613749102	2479	1531	0.000977373449948475	14332	17496000	12
20221029 180703	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	266	1	1	1	0.1	50	0.5	FALSE	668111	0.297509014215684	0.81772834706353	2892	651	0.000176912348703681	14546	14028000	13
20221029 181154	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	304	1	1	1	0.1	50	0.5	FALSE	668111	0.127560066604856	0.254571436764672	257	1548	2.07768105934846e-06	13264	17952000	14
20221029 181954	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	834	1	1	1	0.1	50	0.5	FALSE	668111	0.0938443791152531	0.322905675333459	6585	39	0.00989561864489338	14156	17448000	15
20221029 182403	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	487	1	1	1	0.1	50	0.5	FALSE	668111	0.243814374047361	0.653478075179737	7647	1989	0.00240253109954091	13560	15840000	16
20221029 184258	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	792	1	1	1	0.1	50	0.5	FALSE	668111	0.0339163451784183	0.738136903187167	8	834	2.36621700521911e-06	11531	19898000	17
20221029 194305	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1215	1	1	1	0.1	50	0.5	FALSE	668111	0.0263345857054827	0.699229082001845	111	1082	1.45403368469766e-06	13240	19680000	18
20221029 195403	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1138	1	1	1	0.1	50	0.5	FALSE	668111	0.0361062022656335	0.623129707025865	17	294	6.57863037301221e-05	11846	19748000	19
20221029 201353	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	996	1	1	1	0.1	50	0.5	FALSE	668111	0.0339093924966109	0.293057632902463	6	1045	1.42003191071944e-06	11514	20652000	20
20221029 201958	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	481	1	1	1	0.1	50	0.5	FALSE	668111	0.054138942482977	0.2007924482581	5	977	2.60690626233696e-06	12137	18686000	21
20221029 203416	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1006	1	1	1	0.1	50	0.5	FALSE	668111	0.0325198725107251	0.200798879500319	1006	881	0.00057742000584547	11993	20734000	22
20221029 204414	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	868	1	1	1	0.1	50	0.5	FALSE	668111	0.0318705782619016	0.2004114005448	4	1052	1.9957353726978e-06	12165	19910000	23
20221029 210417	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2235	1	1	1	0.1	50	0.5	FALSE	668111	0.0347544844936054	0.295705522474036	2974	651	0.000310083940337281	16129	16702000	24
20221029 211531	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	522	1	1	1	0.1	50	0.5	FALSE	668111	0.0315557011839287	0.421841915213737	21	1558	4.05356328796859e-06	12722	19596000	25
20221029 213117	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1275	1	1	1	0.1	50	0.5	FALSE	668111	0.031036369087157	0.656614588523073	994	902	6.66515584918523e-05	13484	19512000	26
20221029 215032	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1808	1	1	1	0.1	50	0.5	FALSE	668111	0.0365219640405864	0.315185763278686	1011	670	3.870809626415e-06	13062	18996000	27
20221029 220351	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	773	1	1	1	0.1	50	0.5	FALSE	668111	0.0341590838300055	0.453946066375085	9	1054	1.84912620143166e-06	12119	19282000	28
20221029 222624	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2141	1	1	1	0.1	50	0.5	FALSE	668111	0.0198883040605609	0.251419069995846	753	1444	1.82772763314295e-05	13908	19064000	29
20221029 224128	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1680	1	1	1	0.1	50	0.5	FALSE	668111	0.03643302485156	0.200197830442428	865	1384	6.60294082502374e-06	11912	20016000	30
20221029 224916	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	843	1	1	1	0.1	50	0.5	FALSE	668111	0.0315586399949846	0.200272096528349	1063	175	0.00412880244080883	13617	19326000	31
20221029 230215	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1339	1	1	1	0.1	50	0.5	FALSE	668111	0.0267262067242535	0.200095187374568	1011	1675	0.00022711285659576	14611	17978000	32
20221029 231438	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1424	1	1	1	0.1	50	0.5	FALSE	668111	0.0224994585026393	0.871105257262476	3547	2010	0.0060415048960275	14837	18486000	33
20221029 231932	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	261	1	1	1	0.1	50	0.5	FALSE	668111	0.185547254170487	0.415499710212462	2459	1231	0.00125904392777591	13496	17728000	34
20221029 232439	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	599	1	1	1	0.1	50	0.5	FALSE	668111	0.140516938761836	0.62100894321166	6703	941	0.00398157253961482	13363	17994000	35
20221029 233047	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	737	1	1	1	0.1	50	0.5	FALSE	668111	0.133537495414914	0.812219832489267	7916	1683	0.00318187218508911	15872	15616000	36
20221029 233437	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	303	1	1	1	0.1	50	0.5	FALSE	668111	0.233215398651466	0.854815989599749	5773	822	0.00329046506309289	14886	16068000	37
20221029 234450	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1146	1	1	1	0.1	50	0.5	FALSE	668111	0.0910818052222789	0.772256545981578	4582	1879	0.000509977835043574	14010	17260000	38
20221029 235001	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	434	1	1	1	0.1	50	0.5	FALSE	668111	0.212723044474152	0.739844568829425	3559	1753	0.000220908713895657	15141	14518000	39
20221029 235941	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	740	1	1	1	0.1	50	0.5	FALSE	668111	0.110426640969672	0.49294946697522	5618	1144	0.0026546716113012	13715	17450000	40
20221030 000704	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	536	1	1	1	0.1	50	0.5	FALSE	668111	0.0865983823506755	0.715970262558572	1636	1956	0.000199493569694374	14407	17426000	41
20221030 002125	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	957	1	1	1	0.1	50	0.5	FALSE	668111	0.0207372374456271	0.332886694180626	7	821	1.36890365870343e-05	12277	19686000	42
20221030 002533	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	411	1	1	1	0.1	50	0.5	FALSE	668111	0.1878254814585	0.20047323490046	3785	1383	0.001265685604029	14077	16486000	43
20221030 003729	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1137	1	1	1	0.1	50	0.5	FALSE	668111	0.0640634421282879	0.362428874749132	5793	1757	0.0042491548175074	14341	18198000	44
20221030 004939	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1288	1	1	1	0.1	50	0.5	FALSE	668111	0.0431022743253619	0.955114286450111	3746	693	0.00190657596892701	13938	18284000	45
20221030 005737	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	674	1	1	1	0.1	50	0.5	FALSE	668111	0.167946069452504	0.40852439577952	7287	928	0.00200579151790612	15772	15336000	46
20221030 010445	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	458	1	1	1	0.1	50	0.5	FALSE	668111	0.250665563410064	0.492338247565366	2041	372	3.12387857074521e-06	13487	14866000	47
20221030 011045	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	717	1	1	1	0.1	50	0.5	FALSE	668111	0.258974661318839	0.614011511433125	7428	1713	0.000383581400336546	14869	15622000	48
20221030 011832	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	487	1	1	1	0.1	50	0.5	FALSE	668111	0.0377187748462536	0.299029122039094	16	874	1.65454793781235e-05	13225	19390000	49
20221030 012932	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	843	1	1	1	0.1	50	0.5	FALSE	668111	0.0353666916851223	0.31669358878605	973	1093	0.000396243449723141	14136	19568000	50
20221030 014252	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1150	1	1	1	0.1	50	0.5	FALSE	668111	0.0314758277216431	0.284531687536169	6	1248	8.2980355561863e-07	13141	18678000	51
20221030 014850	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	704	1	1	1	0.1	50	0.5	FALSE	668111	0.217120380654099	0.207381796109118	27	513	2.44160903445352e-07	11507	13866000	52
20221030 015634	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	693	1	1	1	0.1	50	0.5	FALSE	668111	0.0860407541630906	0.283791193204001	1823	1722	0.000140709797547481	14663	17314000	53
20221030 022215	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	3215	1	1	1	0.1	50	0.5	FALSE	668111	0.0117281743187678	0.202008370739622	1718	855	0.0012676930449736	13762	19276000	54
20221030 022800	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	673	1	1	1	0.1	50	0.5	FALSE	668111	0.238719882791258	0.964209090174921	5545	206	0.000210168525944623	12891	17098000	55
20221030 023645	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1052	1	1	1	0.1	50	0.5	FALSE	668111	0.0901587114083068	0.939032229480892	3977	1740	0.000313487231439759	15321	16478000	56
20221030 024451	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	887	1	1	1	0.1	50	0.5	FALSE	668111	0.104624495651295	0.617082366149686	5806	1263	0.00193351973649675	14244	16792000	57
20221030 025106	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	360	1	1	1	0.1	50	0.5	FALSE	668111	0.177267883109881	0.549210814912803	4156	2030	0.00127384890947017	16184	14512000	58
20221030 030647	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1206	1	1	1	0.1	50	0.5	FALSE	668111	0.128044081180771	0.554682852477767	3336	356	7.99160219320788e-06	14303	16194000	59
20221030 031121	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	344	1	1	1	0.1	50	0.5	FALSE	668111	0.24763931525913	0.25885915485844	337	1200	5.12757179468834e-07	12750	15300000	60
20221030 031342	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	33	1	1	1	0.1	50	0.5	FALSE	668111	0.243499181319299	0.330750052900799	47	2038	0.000145307914033261	16979	7322000	61
20221030 033216	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1756	1	1	1	0.1	50	0.5	FALSE	668111	0.0273030408060163	0.267110444020072	716	983	8.62803147608614e-06	12544	20352000	62
20221030 035144	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	559	1	1	1	0.1	50	0.5	FALSE	668111	0.0375209006206857	0.672549636764813	56	1429	3.35358381467203e-06	11955	21210000	63
20221030 040757	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1065	1	1	1	0.1	50	0.5	FALSE	668111	0.0386321026176272	0.77096324055827	727	1394	1.28730337821022e-05	12673	19774000	64
20221030 041909	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	600	1	1	1	0.1	50	0.5	FALSE	668111	0.0445441315238655	0.59680587129104	23	1435	1.08298523765212e-06	13710	18980000	65
20221030 044036	1222	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1793	1	1	1	0.1	50	0.5	FALSE	668111	0.0195576531168655	0.796963320091925	1128	946	0.000243658925374493	12623	20114000	66
