Feature	Gain	Cover	Frequency
ctrx_quarter_lag1	0.125520106125647	0.00423993158563154	0.00515681747193454
azar_under	0.116114797687809	0.0144192447673872	0.00362569589475683
mpasivos_margen	0.0435113437807298	0.00784226030506033	0.00595300069206695
cpayroll_trx	0.0259684324257304	0.0039135527987033	0.000808432192749833
mprestamos_personales	0.0212889152437373	0.00957401117980838	0.00155561952241256
mcaja_ahorro_lag1	0.0200431418414733	0.00463008050700452	0.00625310052119379
mcuentas_saldo_lag1	0.017932197784353	0.00473905215575798	0.00596524966468438
ctrx_quarter_normalizado_avg6	0.0154914032731025	0.00721532591536472	0.00970731079930671
mcomisiones_mantenimiento_tend6	0.012902953570537	0.00640873985230244	0.00237630068777981
ctrx_quarter_normalizado	0.0105405467052565	0.00837954119500078	0.00901524384642238
mpayroll_sobre_edad	0.00989222080465838	0.00532219655265197	0.00216806815328364
ctrx_quarter_normalizado_lag1	0.00973121732676152	0.00353286325983331	0.00488734007435126
mcomisiones_otras_avg6	0.00805958560761732	0.00401291187657315	0.0040605344226753
mactivos_margen	0.00750790513142599	0.00457938609504802	0.00388904880603139
mcaja_ahorro	0.00677201056766107	0.00815032213847784	0.00687779812468229
ctarjeta_debito_transacciones	0.00656880121881235	0.0022176808311008	0.00194146215986134
vm_msaldototal	0.00623348489264309	0.00103107269282693	0.00173935411167388
mtarjeta_visa_consumo	0.00600794533511876	0.00356827713082343	0.00360732243583069
vm_status01_avg6	0.00558128762693383	0.00212455323771384	0.000367469178522651
ctarjeta_visa_transacciones	0.00521721680994632	0.00157346898047722	0.00195371113247876
vm_msaldopesos	0.00518129350493888	0.0013755167666406	0.00289688202402024
mpayroll_sobre_edad_lag1	0.00477225880203715	0.00172500511498738	0.00168423373489549
mcuentas_saldo_delta1	0.00469447027203069	0.00331313641189493	0.0031602349352948
vm_status01_delta1	0.00457913463326396	0.00134362622840463	0.000146987671409061
ctrx_quarter_tend6	0.00455123389756131	0.004044561690211	0.00487509110173384
mcuenta_corriente	0.0044265505504956	0.00342372200965845	0.00447087500535893
mrentabilidad_annual	0.00437782639168562	0.00696046421812949	0.00675530839850808
mpayroll_sobre_edad_avg6	0.00432351317855912	0.00277920925328723	0.00267640051690664
mrentabilidad_annual_lag1	0.00428097107642178	0.00391298381328958	0.00488121558804255
cliente_edad_lag1	0.00386845044243079	0.00517952346016312	0.0061489842539457
Master_Fvencimiento	0.00386070502180326	0.00294544053030929	0.00556103356830946
cpayroll_trx_lag1	0.00379684280127356	0.00182642676498195	0.000851303596910809
mcaja_ahorro_avg6	0.00373458560819354	0.00431784976122883	0.00603261901408019
mcomisiones_avg6	0.00359169151046704	0.00435807812418114	0.00595912517837566
mrentabilidad_tend6	0.00356395501749211	0.00432454628186716	0.00417689966254081
vm_Fvencimiento_avg6	0.00336028430282604	0.00273515118081953	0.00357670000428714
ctrx_quarter_normalizado_delta1	0.0033512890120304	0.00195054765037556	0.00287238407878539
mcuentas_saldo	0.003318576476269	0.00774475042978505	0.00491183801958611
cliente_antiguedad	0.00327076634892909	0.00424251390404762	0.00571414572602723
