Feature	Gain	Cover	Frequency
ctrx_quarter_normalizado	0.113614934220544	0.00453774001108659	0.00422579213048983
ctrx_quarter	0.0399280647464659	0.00377749064856081	0.0048670601969844
mcaja_ahorro	0.0228410377605154	0.00319085312782921	0.00483417465511288
mpayroll_sobre_edad	0.0159432810661614	0.0040229766045785	0.0017264909482546
mcuentas_saldo	0.0155383679640388	0.00807206532237333	0.00606738247529474
mprestamos_personales	0.0123661408453858	0.0105568744665486	0.00231843070194189
cpayroll_trx	0.0118300365325878	0.00158568302715983	0.00069059637930184
ctrx_quarter_avg6	0.0117886305542685	0.00444338545482189	0.00439021983984741
mpasivos_margen	0.01042952897719	0.00410059720911384	0.00462041863294802
mcuentas_saldo_tend6	0.00878733674406748	0.00249446936005916	0.00425867767236135
mtarjeta_visa_consumo	0.00849289634743558	0.00177799525212063	0.00266372889159281
ctrx_quarter_lag1	0.00746899219340059	0.00269019391326641	0.00414357827581104
mpasivos_margen_avg12	0.0073288705304485	0.00449606632673429	0.0056891987437723
mv_status07_avg6	0.0070882554420224	0.000771986417361376	0.000411069273393952
mpayroll	0.0069660499271485	0.00202377121187626	0.00136474998766792
mcomisiones_avg12	0.00693881346323773	0.00294295086655539	0.00391337948271043
mcomisiones_mantenimiento_tend6	0.00692180508083415	0.00354800789373687	0.00302546985217949
ccomisiones_mantenimiento_tend6	0.00643670351837139	0.00496960916132937	0.00149629215515399
cpayroll_trx_avg6	0.00527164656495331	0.00178054934595479	0.001019451798017
ccomisiones_otras_tend12	0.00518943630780789	0.00548911567465802	0.00591939753687291
ctrx_quarter_tend12	0.00513083609006397	0.00714775863714342	0.00652778006149596
numero_de_cliente	0.00511811278961672	0.00704670720268255	0.00861601197033724
mrentabilidad_annual_tend12	0.00509864721878921	0.00667843866916083	0.00769521679793479
mcuenta_corriente_avg12	0.00504146643936637	0.00742075991228102	0.00660999391617475
mcomisiones_otras_avg12	0.00498368408851291	0.00368993366214546	0.00407780719206801
cliente_edad_avg6	0.00486941399342412	0.00590854351733307	0.00751434631764145
mcuenta_corriente_avg6	0.00462358622259769	0.0058528086263611	0.00601805416248746
cliente_antiguedad	0.00459982016747347	0.00827105970452838	0.00711971981518325
mrentabilidad_annual_avg12	0.00458889687769307	0.00413203832502738	0.00524524392850683
Visa_fechaalta	0.00456953417752092	0.00382071887071649	0.00593584030780867
vm_status01	0.00436404957784724	0.0021779557474287	0.000509725899008501
Master_mfinanciacion_limite_avg12	0.00431201848978458	0.00393008354938501	0.00642912343588141
mcuentas_saldo_tend12	0.00426655816810566	0.00525870196367228	0.00552477103441472
mpasivos_margen_lag1	0.00419934634247622	0.00312053384582912	0.0048670601969844
cmobile_app_trx_avg12	0.00415469382798038	0.00484661666233788	0.00595228307874443
mrentabilidad_annual_avg6	0.00411387851837396	0.00442612772984401	0.00506437344821349
Master_mfinanciacion_limite	0.0041046594314495	0.00337570857647442	0.00587006922406564
Master_Fvencimiento_avg12	0.00407665214707677	0.0043160729306052	0.00618248187184504
cliente_edad_avg12	0.00406681057467545	0.00490006744265101	0.00598516862061595
cdescubierto_preacordado	0.0040348114279207	0.00116238150003798	0.000509725899008501
mrentabilidad_annual	0.00403085220603884	0.00503869923966864	0.0039627077955177
chomebanking_transacciones_tend12	0.00399706808367543	0.00325112061529419	0.00545899995067169
mrentabilidad_avg12	0.00396015394391661	0.0032134398555043	0.00358452406399526
mcomisiones_mantenimiento_avg12	0.00393778591084651	0.00276683292139333	0.00342009635463768
chomebanking_transacciones_avg12	0.00387638533429544	0.00417489233931411	0.006593551145239
mcuenta_corriente_tend12	0.00378598656341537	0.00603344150281386	0.00577141259845109
Visa_mfinanciacion_limite_avg6	0.00377880233443381	0.00353972644689338	0.00555765657628624
mcaja_ahorro_tend12	0.00377642303729109	0.00382772488995311	0.00605093970435898
Visa_Fvencimiento_avg6	0.0037649729433043	0.00375404127017286	0.00603449693342322
vmr_msaldototal_lag1	0.00373603455031515	0.00132202222774427	0.00200601805416249
mtarjeta_visa_consumo_tend12	0.00372658524188204	0.00556842477811428	0.00445599092359044
Visa_fechaalta_lag1	0.00370514149385569	0.0029936193775045	0.00504793067727773
mprestamos_personales_lag1	0.00367591421113902	0.003654251131157	0.00111810842363155
Master_mlimitecompra_tend12	0.00361998023687311	0.00237002595911784	0.00529457224131411
ctransferencias_recibidas_avg6	0.00360885229689213	0.00487834895966952	0.00567275597283654
mcomisiones_otras_avg6	0.00356346169312644	0.00331091526417731	0.00374895177335285
Master_mfinanciacion_limite_tend12	0.00356102331397291	0.0036078522996065	0.00539322886692866
ctarjeta_debito_avg12	0.00354865030536885	0.00349806247840236	0.00526168669944259
mtransferencias_recibidas_avg12	0.00353963006697198	0.00592575325184467	0.00596872584968019
cprestamos_personales	0.00351836540323751	0.00209894636357166	0.000641268066494566
cliente_edad	0.00350626500314279	0.00449111359284631	0.00563987043096503
Visa_fechaalta_avg6	0.00349946805494595	0.00292777292472961	0.00442310538171893
Master_fechaalta_lag1	0.00349821428272185	0.00463522719656114	0.0058865119950014
mactivos_margen_avg12	0.00346720228072779	0.00587413847489175	0.00478484634230561
Master_Fvencimiento	0.00345316915578589	0.00371755114501874	0.00555765657628624
ctarjeta_visa_transacciones_tend12	0.00343390094234781	0.00333631723626073	0.00422579213048983
Visa_Fvencimiento	0.003431140128131	0.00318120027244629	0.00504793067727773
cliente_edad_lag1	0.00341828056339579	0.00360233369040448	0.00527812947037835
mcuentas_saldo_avg12	0.00341233814231263	0.00434183968911635	0.00560698488909351
