Feature	Gain	Cover	Frequency
ctrx_quarter_normalizado	0.108929410522332	0.00584588520806275	0.00241444508528638
ctrx_quarter	0.0471886912352057	0.00546055098090287	0.00561012298269597
mcuentas_saldo	0.0199067651630627	0.00861453898875519	0.00583897113666139
mpayroll_sobre_edad	0.0181768632461754	0.0116867729647187	0.000650308373426696
mprestamos_personales	0.0145936520138941	0.0159649922712154	0.00184631498392455
cpayroll_trx	0.0129532618745504	0.00323142987610686	0.000348772351519392
mpasivos_margen	0.0117078278071506	0.00748906190749996	0.00695128963807481
mcaja_ahorro	0.0106772455485868	0.00392697741867402	0.00550766975636839
ctrx_quarter_lag1	0.00916235816549908	0.00436768092625113	0.00431382005589848
mcomisiones_mantenimiento_tend6	0.0087462369592766	0.00802941463510953	0.00528723355151197
mtarjeta_visa_consumo	0.00860641056727498	0.00344330867549575	0.00227403024246688
numero_de_cliente	0.00762899760146959	0.00940283750978773	0.0128674781537368
mcomisiones_avg12	0.00725781266675326	0.00438631442080415	0.00435372289141554
mcomisiones_otras_avg12	0.00669250740819707	0.00388960447703366	0.00253760464788228
mprestamos_personales_lag1	0.00609796920583275	0.00383613881142435	0.00122879164292268
azar	0.00602084365134975	0.00979440536716312	0.0142397043135181
mrentabilidad_annual_tend12	0.00562543379151903	0.00848767996591159	0.00986203972079231
cliente_antiguedad	0.00561435813317575	0.00631438980194889	0.00876481958957453
mcuenta_corriente_tend12	0.00528838911627485	0.00823852174896688	0.00725908069906317
ccomisiones_otras_tend12	0.00524518001933744	0.0040609480569701	0.00768463904757755
ctrx_quarter_tend12	0.00519849328911026	0.00453758650630247	0.0070623705045142
ccomisiones_mantenimiento_tend6	0.00484411931872946	0.00803580941147493	0.00259260585359499
mcuenta_corriente_avg12	0.00483740467901397	0.0087462229335256	0.00663120418992715
mpayroll	0.00477467277526045	0.00416018679920236	0.000552168967155006
thomebanking_tend12	0.00459118693817602	0.0064342362414875	0.00722219753758524
vm_status01	0.00456333823895671	0.0114180499951288	0.00105084656561687
chomebanking_transacciones_tend12	0.00452193188645497	0.00315994773198275	0.00644376870849836
Master_Fvencimiento_avg12	0.0044756116852296	0.00476332367685608	0.00634088410016518
mrentabilidad_annual_avg12	0.00441416902394518	0.0048038889505598	0.00646037691571357
mrentabilidad_annual_tend6	0.00435342439571114	0.00513780334792873	0.00784295624362903
Visa_mfinanciacion_limite_avg6	0.00432465764181477	0.00480487291657754	0.00609542773898455
cdescubierto_preacordado	0.00421571669104419	0.00619781063237647	0.000812508007528479
cmobile_app_trx_tend12	0.00416488267267407	0.00339877084554775	0.00491667640871029
mactivos_margen_tend12	0.00415056069341831	0.00324868180723535	0.00610578090711871
ctarjeta_visa_transacciones	0.00408566939376875	0.00562151098650549	0.00200182819693969
cliente_edad	0.00407518496645867	0.00673902852132254	0.00674012814633858
mcuentas_saldo_tend6	0.00405739398417319	0.00392004186351115	0.00485412601789977
ctransferencias_recibidas_tend12	0.00403061539795696	0.00261657048462822	0.00551651308748298
Master_mfinanciacion_limite_avg12	0.00400165286123768	0.00358117696037975	0.00575614579158814
mcuenta_corriente_tend6	0.00397814403357453	0.00646341900420699	0.00621405779052176
mcuenta_corriente_avg6	0.00389093640297136	0.00628880739164949	0.00529521411861539
Master_fechaalta_lag1	0.00387322407370544	0.0030756149379986	0.00475361401059733
mcuentas_saldo_tend12	0.003867861451402	0.00324531448824849	0.00534309752123586
mrentabilidad_annual_avg6	0.00386300666611672	0.0047905690984744	0.00466043549738992
mrentabilidad_annual_delta1	0.00385936145234245	0.00555637156049012	0.00713505837245609
mcuentas_saldo_lag1	0.00383542282828805	0.00422932784708659	0.00446415668484654
Master_mfinanciacion_limite	0.00377059228366815	0.00291720702981723	0.00602058296101471
Master_fultimo_cierre_avg12	0.00374808767900638	0.0042935494320863	0.00477798709391316
cmobile_app_trx_avg12	0.00374372569151602	0.00248386887579329	0.00491689209971309
ctarjeta_debito_avg12	0.00370986266617629	0.0054203148351463	0.00513279879351081
cliente_edad_tend12	0.00367701955163411	0.00661244024095864	0.00725411980599889
mactivos_margen_tend6	0.00366297347430059	0.00373283910147557	0.00609154530093424
cliente_edad_avg6	0.00366112955973765	0.0059596813087735	0.00584889292278995
mpasivos_margen_avg6	0.00359262182289548	0.00402903349274426	0.00522748714373778
Master_mfinanciacion_limite_tend12	0.00356293137293291	0.00227451104620826	0.00488842088734416
ctransferencias_recibidas_avg12	0.00355202878899068	0.00314632208354	0.00519146674627103
chomebanking_transacciones_avg12	0.00349912061315453	0.00379459527749119	0.0061698411349488
ctrx_quarter_delta1	0.00349693255497886	0.0022711476252352	0.00476828099878739
Visa_Fvencimiento_avg6	0.00346225169101078	0.00462883581732415	0.00521325153755331
chomebanking_transacciones_tend6	0.00344389472276061	0.00210830064199947	0.00535431345338119
mpasivos_margen_avg12	0.00343974793206232	0.00443574866451164	0.00496844224938107
ccomisiones_otras_tend6	0.00343302700417566	0.00260743517859514	0.00574169449440088
vm_msaldototal	0.00342239126788685	0.00173058988469735	0.00179498052525936
Master_Fvencimiento	0.00341289240399577	0.0037760923664002	0.00494018672801494
mcomisiones_mantenimiento_tend12	0.00340396569852455	0.00405560159209648	0.00482975293458394
Master_Fvencimiento_avg6	0.00340166985302951	0.00304810145731588	0.00437529199169503
ctarjeta_visa_transacciones_tend12	0.00337468762739204	0.00201285429998274	0.0033315632291704
mrentabilidad_tend12	0.00335445007386853	0.00618148707819947	0.00637064945855088
cliente_edad_avg12	0.00334700393422134	0.00538727312351204	0.00560559347163728
ccomisiones_mantenimiento_tend12	0.00330478338456863	0.00616255705213347	0.00461621884181696
mactivos_margen_avg12	0.00328697877028027	0.00446047650590331	0.00454439373788625
Visa_Fvencimiento	0.00327190314030883	0.00302024046022964	0.00519340796529618
mtarjeta_visa_consumo_tend12	0.00325528751334123	0.00315439710157515	0.00327073836638223
vm_Fvencimiento	0.00324476325359059	0.00346393998685667	0.00445121522467885
mcaja_ahorro_avg12	0.00323042474148496	0.00425639983533764	0.00535970572845107
