fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	prob_corte	estimulos	ganancia	iteracion_bayesiana
20221029 154119	309	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	200	1	1	1	0.1	50	0.5	FALSE	668111	0.278100415741865	0.591254269541241	3363	1352	0.00186848337647093	13646	16628000	12
20221029 155534	309	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	4561	1	1	1	0.1	50	0.5	FALSE	668111	0.0174332461234007	0.800611625891179	6348	489	0.00533534905348282	12092	19656000	13
20221029 155757	309	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	610	1	1	1	0.1	50	0.5	FALSE	668111	0.212468079456376	0.970835042442195	7259	1095	0.00172926323955787	12703	17554000	14
20221029 160006	309	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	340	1	1	1	0.1	50	0.5	FALSE	668111	0.123161738418348	0.670104598044418	774	251	0.000215583569842972	13715	16970000	15
20221029 160326	309	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	906	1	1	1	0.1	50	0.5	FALSE	668111	0.179364470865257	0.269461842381861	6715	1983	0.00125233285941245	12793	17294000	16
20221029 172106	309	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	4029	1	1	1	0.1	50	0.5	FALSE	668111	0.00560483200632243	0.305443276690314	95	1224	6.03000968452396e-06	12308	21144000	17
20221029 172441	309	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	377	1	1	1	0.1	50	0.5	FALSE	668111	0.0391198736240741	0.310632771598824	21	1472	1.10394809656338e-05	12846	19188000	18
20221029 183600	309	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	3464	1	1	1	0.1	50	0.5	FALSE	668111	0.0052553351544134	0.512074791938928	113	1141	2.48703613588056e-05	12115	21210000	19
20221029 183833	309	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	311	1	1	1	0.1	50	0.5	FALSE	668111	0.077500391936809	0.239633172143948	113	1078	6.01608329372327e-06	13585	18430000	20
20221029 190312	309	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	5321	1	1	1	0.1	50	0.5	FALSE	668111	0.00505031504255177	0.442836787280971	127	264	0.00127941779193893	12497	19486000	21
20221029 202853	309	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	4099	1	1	1	0.1	50	0.5	FALSE	668111	0.00821482152252886	0.604340638524422	105	1842	2.17359697392552e-06	11046	21428000	22
20221029 210513	309	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	4873	1	1	1	0.1	50	0.5	FALSE	668111	0.00525669553777225	0.812133094535297	96	1426	3.5513269076163e-06	11338	21164000	23
20221029 215314	309	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	6136	1	1	1	0.1	50	0.5	FALSE	668111	0.00505943200703474	0.491371628177987	254	1799	4.5398306450678e-06	12684	20712000	24
20221029 223435	309	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	5429	1	1	1	0.1	50	0.5	FALSE	668111	0.00511650545912816	0.513813295371464	121	1679	2.53615536259388e-06	12871	20258000	25
20221029 224715	309	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1663	1	1	1	0.1	50	0.5	FALSE	668111	0.0138514584515589	0.638800143535951	105	1198	6.49721851405817e-06	11111	21218000	26
20221029 232056	309	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	4565	1	1	1	0.1	50	0.5	FALSE	668111	0.00510994188285402	0.476587518144499	104	1316	3.73882994858708e-06	13507	20106000	27
20221029 235158	309	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	4978	1	1	1	0.1	50	0.5	FALSE	668111	0.00514081571785808	0.999102359821333	3	902	2.40602835135415e-06	12359	19682000	28
20221030 002039	309	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	3197	1	1	1	0.1	50	0.5	FALSE	668111	0.00749373973954118	0.781435360503867	178	1860	5.8772152169259e-06	13410	19180000	29
20221030 002554	309	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1170	1	1	1	0.1	50	0.5	FALSE	668111	0.0224994585026393	0.871105257262476	3547	2010	0.0114764291372045	13205	18870000	30
20221030 002837	309	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	390	1	1	1	0.1	50	0.5	FALSE	668111	0.185547254170487	0.415499710212462	2459	1231	0.000322559583147953	13041	16878000	31
20221030 003306	309	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1288	1	1	1	0.1	50	0.5	FALSE	668111	0.140516938761836	0.62100894321166	6703	941	0.000553290058576471	12426	17148000	32
20221030 003547	309	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	677	1	1	1	0.1	50	0.5	FALSE	668111	0.133537495414914	0.812219832489267	7916	1683	0.00550144862970113	13847	16626000	33
20221030 003833	309	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	686	1	1	1	0.1	50	0.5	FALSE	668111	0.233215398651466	0.854815989599749	5773	822	0.000246973650811984	13880	15040000	34
20221030 004138	309	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	730	1	1	1	0.1	50	0.5	FALSE	668111	0.0910818052222789	0.772256545981578	4582	1879	0.00243002202052024	14017	17566000	35
20221030 004258	309	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	173	1	1	1	0.1	50	0.5	FALSE	668111	0.212723044474152	0.739844568829425	3559	1753	0.0052041635729941	14478	16164000	36
20221030 012512	309	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	6235	1	1	1	0.1	50	0.5	FALSE	668111	0.00553586185375498	0.622220951757824	354	1041	6.34038225628137e-06	11553	20974000	37
20221030 014440	309	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2758	1	1	1	0.1	50	0.5	FALSE	668111	0.0124957259490646	0.564841533591959	603	1976	2.69684869072225e-05	13368	18784000	38
20221030 021855	309	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	4109	1	1	1	0.1	50	0.5	FALSE	668111	0.00598039120680067	0.627493334589363	185	1580	6.74557294282518e-06	12780	19800000	39
20221030 022947	309	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1334	1	1	1	0.1	50	0.5	FALSE	668111	0.0166751934377259	0.604202285445202	122	1199	7.04439371377707e-06	12225	21070000	40
20221030 035435	309	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	4309	1	1	1	0.1	50	0.5	FALSE	668111	0.00519833086716937	0.789525413050549	108	1114	8.96332113903463e-06	10351	21698000	41
20221030 042606	309	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	4018	1	1	1	0.1	50	0.5	FALSE	668111	0.00514770631923068	0.680275541741036	140	1029	1.62523809187875e-05	12070	20660000	42
20221030 044445	309	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2216	1	1	1	0.1	50	0.5	FALSE	668111	0.00750338614440415	0.821447958765303	69	1187	1.61027358235652e-05	11972	20456000	43
20221030 051952	309	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	9874	1	1	1	0.1	50	0.5	FALSE	668111	0.00501947265903207	0.793196624704789	3019	1269	0.00159947817162146	14526	18228000	44
20221030 054958	309	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	4773	1	1	1	0.1	50	0.5	FALSE	668111	0.00501655460910751	0.784888933692938	1	828	3.84275281027783e-06	11983	20354000	45
20221030 062112	309	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	3917	1	1	1	0.1	50	0.5	FALSE	668111	0.00532728223140712	0.760632393352284	113	1279	7.64694997446236e-06	12249	20702000	46
20221030 063149	309	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1413	1	1	1	0.1	50	0.5	FALSE	668111	0.0152271189473416	0.307673970228994	96	999	1.40880880092112e-05	11962	21196000	47
20221030 064210	309	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1495	1	1	1	0.1	50	0.5	FALSE	668111	0.0161051946658554	0.508942925727589	47	792	7.47186379262996e-06	11991	20578000	48
20221030 071147	309	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	5440	1	1	1	0.1	50	0.5	FALSE	668111	0.00501461177878964	0.341300134950223	1	962	3.00090738452069e-06	11217	21166000	49
20221030 074120	309	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	4176	1	1	1	0.1	50	0.5	FALSE	668111	0.00699502303392817	0.795847033964132	258	1070	5.40966021868937e-06	12650	19820000	50
20221030 075616	309	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1862	1	1	1	0.1	50	0.5	FALSE	668111	0.0134742858972246	0.837803232712371	89	1787	2.24623975000781e-06	13452	20056000	51
20221030 081859	309	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	3323	1	1	1	0.1	50	0.5	FALSE	668111	0.00597331691046893	0.391401604895837	86	1075	1.18280747154096e-05	12741	20438000	52
20221030 090339	309	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	6414	1	1	1	0.1	50	0.5	FALSE	668111	0.00550466653414229	0.526921602054767	325	1082	3.74307285140975e-06	12933	19974000	53
20221030 134520	309	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	3699	1	1	1	0.1	50	0.5	FALSE	668111	0.00632711215644815	0.611499694264098	919	1777	0.00101883709960463	13298	18764000	54
20221030 141501	309	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	4093	1	1	1	0.1	50	0.5	FALSE	668111	0.00512627924021927	0.609905517603608	48	1087	3.60198549692459e-06	13769	18862000	55
20221030 142614	309	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1584	1	1	1	0.1	50	0.5	FALSE	668111	0.01428285567745	0.819841200729457	101	875	7.91228142431166e-06	12540	19400000	56
20221030 143610	309	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1328	1	1	1	0.1	50	0.5	FALSE	668111	0.0211113935697555	0.643638748012893	220	1133	8.00632468097061e-06	10818	20844000	57
20221030 144824	309	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1320	1	1	1	0.1	50	0.5	FALSE	668111	0.0171788001997777	0.578493587295215	133	1885	6.40989184941847e-06	12446	20388000	58
20221030 145900	309	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1310	1	1	1	0.1	50	0.5	FALSE	668111	0.0156461903880639	0.509129342314798	138	1096	1.55130335665222e-05	12563	20154000	59
20221030 152510	309	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	4657	1	1	1	0.1	50	0.5	FALSE	668111	0.00522874005982549	0.315525995251063	110	914	8.44157416562255e-06	12573	20614000	60
20221030 153905	309	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2558	1	1	1	0.1	50	0.5	FALSE	668111	0.011810307932659	0.320882819074011	9	1137	2.13374783226525e-06	11122	20796000	61
20221030 155557	309	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2250	1	1	1	0.1	50	0.5	FALSE	668111	0.0132640340853129	0.634287355153461	326	1206	8.05545274296385e-06	13158	18964000	62
20221030 161848	309	486161	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1394	1	1	1	0.1	50	0.5	FALSE	668111	0.0187983068152573	0.651577596489822	107	1016	5.20797652665118e-06	10585	21950000	63
