fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	coverage	leaf_size_log	prob_corte	estimulos	ganancia	iteracion_bayesiana
20221120 192404	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1155	1	1	1	0.1	50	0.5	FALSE	668111	0.122854705111604	0.49700853129616	0.318378312128334	4.17038090954884	0.0236711380250511	17324	45672000	1
20221120 193319	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	76	1	1	1	0.1	50	0.5	FALSE	668111	0.170162008779807	0.808527496267925	0.985235773264139	6.4291310209228	0.026459898583772	15572	46456000	2
20221120 195652	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	251	1	1	1	0.1	50	0.5	FALSE	668111	0.107104105085818	0.596302040771116	0.507180037007492	11.013847976923	0.000783570109866191	18198	43444000	3
20221120 201611	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	297	1	1	1	0.1	50	0.5	FALSE	668111	0.236540511963249	0.354553802660666	0.726018876216403	5.09247714675439	0.0216133679738398	17756	45128000	4
20221120 202917	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	114	1	1	1	0.1	50	0.5	FALSE	668111	0.24661421045872	0.667691318225116	0.628394084013416	10.4604634992284	0.00122803549293284	17769	41342000	5
20221120 210124	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	550	1	1	1	0.1	50	0.5	FALSE	668111	0.0766010514192021	0.409457446340821	0.245275177244184	7.84888081878307	0.0181640509569303	18641	44878000	6
20221120 214313	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1088	1	1	1	0.1	50	0.5	FALSE	668111	0.0601899454207159	0.766317871160572	0.902765410453139	8.53672077531519	0.00200590309564729	17751	44258000	7
20221120 220201	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	962	1	1	1	0.1	50	0.5	FALSE	668111	0.0817408251712914	0.678918274043826	0.786694110681128	3.44282520198612	0.0237676918468886	17846	45108000	8
20221120 221817	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	276	1	1	1	0.1	50	0.5	FALSE	668111	0.143858342391904	0.549580150586553	0.147023905411334	11.9946715006809	0.00108461554700823	18326	43268000	9
20221120 223332	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	480	1	1	1	0.1	50	0.5	FALSE	668111	0.270928899011997	0.843293476518011	0.54904281889103	6.84802110266173	0.0140124505791353	16051	43898000	10
20221120 224914	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	184	1	1	1	0.1	50	0.5	FALSE	668111	0.217082803411176	0.459594962513074	0.190968746152066	5.79020123158989	0.0242657143657216	16327	45586000	11
20221121 031325	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	8386	1	1	1	0.1	50	0.5	FALSE	668111	0.0241566595367476	0.310742059454788	0.463207580557355	2.11312889696273	0.0167906714948024	19110	40180000	12
20221121 032338	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	935	1	1	1	0.1	50	0.5	FALSE	668111	0.195713196925935	0.865863690589322	0.0971514424178167	3.00763517084124	0.025461544706124	15502	43716000	13
20221121 035043	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	302	1	1	1	0.1	50	0.5	FALSE	668111	0.171179154528581	0.440375956500066	0.870717166794202	9.72461380342429	0.0007931261948804	15319	45842000	14
20221121 043842	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1421	1	1	1	0.1	50	0.5	FALSE	668111	0.0109327660191775	0.739775071421173	0.355965072385152	8.69541640032548	0.0234351900190782	15932	46376000	15
20221121 045031	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1154	1	1	1	0.1	50	0.5	FALSE	668111	0.29930453042718	0.603397491949727	0.681936069970106	1.68256066177855	0.0195577386246163	15644	41112000	16
20221121 063529	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	9893	1	1	1	0.1	50	0.5	FALSE	668111	0.00505824197516226	0.711348857640245	0.173942481300077	4.38118130246261	0.0201707392368163	17554	43852000	17
20221121 064348	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	260	1	1	1	0.1	50	0.5	FALSE	668111	0.189635789862419	0.749735232812347	0.327695011754407	6.28437915221797	0.019675375407061	18918	43684000	18
20221121 081120	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1088	1	1	1	0.1	50	0.5	FALSE	668111	0.0224994585026393	0.803328942946857	0.471179724906199	11.7897788590551	0.00031117773946097	15747	48106000	19
20221121 084803	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	955	1	1	1	0.1	50	0.5	FALSE	668111	0.035783222740695	0.810633257068351	0.510105085143722	9.30295445360708	0.00744499007291251	16697	45246000	20
20221121 090156	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	113	1	1	1	0.1	50	0.5	FALSE	668111	0.185547254170487	0.461624782659346	0.341996654241916	7.57805662734015	0.0203687257079593	17459	45482000	21
20221121 091005	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	134	1	1	1	0.1	50	0.5	FALSE	668111	0.140516938761836	0.615756707408745	0.845957521901792	6.00536117992341	0.022555667049645	17388	45784000	22
20221121 093019	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	288	1	1	1	0.1	50	0.5	FALSE	668111	0.133537495414914	0.75916487436695	0.989944546638301	10.024287475965	0.000993547194195043	14424	45392000	23
20221121 124101	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	3259	1	1	1	0.1	50	0.5	FALSE	668111	0.00556682790382217	0.802397355583048	0.44571030909744	11.9281823567407	0.00068104476113033	17023	46274000	24
20221121 132203	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	680	1	1	1	0.1	50	0.5	FALSE	668111	0.039055799493662	0.854992566021398	0.471779334707806	11.378901253453	0.00056395508826617	16539	46842000	25
20221121 134132	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	556	1	1	1	0.1	50	0.5	FALSE	668111	0.0240631630138741	0.750126940316367	0.0638533749377482	11.9980307259961	0.0174358520422749	16147	46106000	26
20221121 135008	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	86	1	1	1	0.1	50	0.5	FALSE	668111	0.233215398651466	0.791111992199812	0.735522606527526	5.36615401249379	0.0204717884628941	18363	44874000	27
20221121 143645	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	417	1	1	1	0.1	50	0.5	FALSE	668111	0.0910818052222789	0.729192409486184	0.594077887729742	11.084523726115	0.000153796929245844	15195	45690000	28
20221121 145613	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	135	1	1	1	0.1	50	0.5	FALSE	668111	0.212723044474152	0.704883426622069	0.472582869189524	10.4005510598498	0.00228600444173435	17722	42716000	29
20221121 151550	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	125	1	1	1	0.1	50	0.5	FALSE	668111	0.110426640969672	0.519712100231415	0.717062978555355	7.10777570058033	0.0233219317459522	16581	46518000	30
20221121 153919	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	200	1	1	1	0.1	50	0.5	FALSE	668111	0.0865983823506755	0.686977696918929	0.244292858412489	11.4999159734945	0.00505750623850104	17665	45630000	31
20221121 161043	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	505	1	1	1	0.1	50	0.5	FALSE	668111	0.1878254814585	0.300354926175345	0.499518966530799	8.39820743016689	0.00510790089341157	16639	44242000	32
20221121 170901	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	603	1	1	1	0.1	50	0.5	FALSE	668111	0.0640634421282879	0.421821656061849	0.737878959507728	10.4235140065853	0.00050811140623269	16786	45868000	33
20221121 173147	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	719	1	1	1	0.1	50	0.5	FALSE	668111	0.0431022743253619	0.866335714837583	0.494887147562066	4.66379504694557	0.0217343353967321	17882	45116000	34
20221121 180242	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	405	1	1	1	0.1	50	0.5	FALSE	668111	0.167946069452504	0.45639329683464	0.915316398719617	5.93995447251434	0.0222990092583906	17245	45830000	35
20221121 183246	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	582	1	1	1	0.1	50	0.5	FALSE	668111	0.250665563410064	0.519253685674025	0.292446362129832	2.92625900245714	0.0191453026433293	18425	41390000	36
20221121 185125	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	128	1	1	1	0.1	50	0.5	FALSE	668111	0.258974661318839	0.610508633574844	0.931969630398892	10.1853326654832	0.000633278467610122	17971	39978000	37
20221121 192622	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	928	1	1	1	0.1	50	0.5	FALSE	668111	0.217120380654099	0.305536347081838	0.0532481738924398	3.69237634799164	0.0219101783567595	17647	42146000	38
20221121 200259	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	624	1	1	1	0.1	50	0.5	FALSE	668111	0.0860407541630906	0.362843394903	0.266547086551948	10.2355734030355	0.00359715831464671	16836	44648000	39
20221121 203253	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2436	1	1	1	0.1	50	0.5	FALSE	668111	0.238719882791258	0.873156817631191	0.708497383850405	2.02819445578288	0.0249532423932514	15613	45334000	40
20221121 205929	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	426	1	1	1	0.1	50	0.5	FALSE	668111	0.0901587114083068	0.854274172110669	0.522244919893134	10.3285354089772	0.00114106529071365	16192	45936000	41
20221121 211136	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	174	1	1	1	0.1	50	0.5	FALSE	668111	0.104624495651295	0.612811774612265	0.739403344526433	7.74974143288005	0.0239801217174557	16550	45940000	42
20221121 213030	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	108	1	1	1	0.1	50	0.5	FALSE	668111	0.177267883109881	0.561908111184603	0.543543680893141	11.8995098325601	0.000520475898091193	16759	44962000	43
20221121 214703	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1248	1	1	1	0.1	50	0.5	FALSE	668111	0.128044081180771	0.566012139358325	0.446181353926379	2.8431195996434	0.0250056012382871	16298	44604000	44
20221121 220752	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	394	1	1	1	0.1	50	0.5	FALSE	668111	0.24763931525913	0.34414436614383	0.0900498049127637	7.40684704849194	0.0170441208936827	20008	42144000	45
20221121 221908	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	57	1	1	1	0.1	50	0.5	FALSE	668111	0.243499181319299	0.398062539675599	0.055658851555665	11.9442728800981	0.0129511648069928	18729	40382000	46
20221121 233526	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	841	1	1	1	0.1	50	0.5	FALSE	668111	0.0230291586132063	0.74937813304009	0.708482177740192	11.7423189707657	0.000361582527205975	17975	44610000	47
20221122 003612	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1009	1	1	1	0.1	50	0.5	FALSE	668111	0.0234800515528756	0.827275658218132	0.371253436887203	11.9780240335668	0.000417084900392148	16679	46642000	48
20221122 015141	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1433	1	1	1	0.1	50	0.5	FALSE	668111	0.0214301425287347	0.892230772033045	0.465706182629139	11.39875945935	0.000287667271178142	16773	46374000	49
20221122 023931	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	939	1	1	1	0.1	50	0.5	FALSE	668111	0.0262430530294755	0.76392363163624	0.461416027569344	10.7885948611106	0.00258161912891421	15593	47534000	50
20221122 032533	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1721	1	1	1	0.1	50	0.5	FALSE	668111	0.0196185171556469	0.791137021807695	0.472507718704363	7.41139646519776	0.0169593169859934	19556	43528000	51
20221122 035430	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1659	1	1	1	0.1	50	0.5	FALSE	668111	0.0195576531168655	0.747722490068944	0.184041351466451	6.03391659558099	0.0184389736687558	19103	44594000	52
20221122 040651	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	253	1	1	1	0.1	50	0.5	FALSE	668111	0.155426802676327	0.871289984654775	0.333000734466768	9.55965934087825	0.00639549224592265	18387	44586000	53
20221122 042557	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	199	1	1	1	0.1	50	0.5	FALSE	668111	0.157771431583667	0.534085909808334	0.779497648563911	9.32663921611547	0.00668194879984505	15260	45080000	54
20221122 043747	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	28	1	1	1	0.1	50	0.5	FALSE	668111	0.280573912789945	0.470911012359895	0.990956922791887	8.12482447410957	0.0207292752168753	17439	42802000	55
20221122 045149	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	83	1	1	1	0.1	50	0.5	FALSE	668111	0.226772131089503	0.501193567478797	0.799746923213836	7.35471341229277	0.0227589485746237	16026	46348000	56
20221122 051818	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1112	1	1	1	0.1	50	0.5	FALSE	668111	0.0767402542601689	0.719963055142667	0.533884161692578	6.34159495364153	0.0206668774648512	17433	44894000	57
20221122 053221	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	266	1	1	1	0.1	50	0.5	FALSE	668111	0.0391469397011027	0.566639650755376	0.689903221114993	6.90297734710225	0.0188811307606819	19156	44008000	58
20221122 054743	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	190	1	1	1	0.1	50	0.5	FALSE	668111	0.244595234002547	0.401792541638715	0.534651026813837	4.2496543364597	0.0244464077199839	16733	46054000	59
20221122 060051	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	353	1	1	1	0.1	50	0.5	FALSE	668111	0.0350941682943725	0.614552951925248	0.359876036499673	6.6619624872047	0.0196599545758055	18559	44402000	60
20221122 063909	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	803	1	1	1	0.1	50	0.5	FALSE	668111	0.271661192310095	0.500854747251794	0.539232378966338	3.24815741280327	0.0248375549550169	17151	46018000	61
20221122 065302	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	149	1	1	1	0.1	50	0.5	FALSE	668111	0.224765758845077	0.354988450542977	0.900052796899655	5.56311738959188	0.0217796097662225	17264	45072000	62
20221122 072520	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	303	1	1	1	0.1	50	0.5	FALSE	668111	0.104759510488545	0.456940892406134	0.935980636871653	11.5325985571085	6.56138732423606e-05	18061	43718000	63
20221122 073922	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1469	1	1	1	0.1	50	0.5	FALSE	668111	0.14116195548338	0.706776973065734	0.0701454777226434	2.88383737018984	0.0223655237707519	16819	43002000	64
20221122 081139	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1577	1	1	1	0.1	50	0.5	FALSE	668111	0.0321474625350721	0.773303767392738	0.293727384683979	7.1537037563785	0.0217657304309158	17392	45616000	65
20221122 082517	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	107	1	1	1	0.1	50	0.5	FALSE	668111	0.21557365044876	0.421507698591705	0.547097083185916	7.02173883011355	0.0186552951303785	19550	43380000	66
20221122 085225	2160	2050559	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2186	1	1	1	0.1	50	0.5	FALSE	668111	0.0658058112947061	0.756715105304215	0.193271966786403	4.68817505582445	0.0204325183197548	18513	44734000	67
