fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	coverage	leaf_size_log	prob_corte	estimulos	ganancia	iteracion_bayesiana
20221028 014614	979	53781	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	66	1	1	1	0.1	50	0.5	FALSE	102191	0.0884627445350634	0.540206634666538	0.607686590996309	6.16387380717788	0.0307128264910662	16820	15960000	1
20221028 014632	979	53781	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	76	1	1	1	0.1	50	0.5	FALSE	102191	0.145107809455367	0.633939324892708	0.331974512559827	4.69869247182214	0.0230006676057699	16603	15994000	2
20221028 014744	979	53781	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	143	1	1	1	0.1	50	0.5	FALSE	102191	0.211414293544658	0.304098175454419	0.148071137715306	10.8469644891884	3.99473213664921e-05	13868	17304000	3
20221028 014807	979	53781	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	82	1	1	1	0.1	50	0.5	FALSE	102191	0.195449840954097	0.327284534191131	0.794796859805501	5.17950634472072	0.0202609784277266	16952	14656000	4
20221028 014834	979	53781	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	106	1	1	1	0.1	50	0.5	FALSE	102191	0.131500507152523	0.584465284526232	0.714738054027112	4.39050578487513	0.0183593267303136	18490	13020000	5
20221028 015004	979	53781	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	183	1	1	1	0.1	50	0.5	FALSE	102191	0.0251504674379248	0.765477264640504	0.67964262897367	9.3241903103044	0.0175433557466892	15690	17020000	6
20221028 015053	979	53781	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	150	1	1	1	0.1	50	0.5	FALSE	102191	0.166236636219983	0.509952882333891	0.862971411780745	10.4679491777206	1.13598781292666e-05	16809	14222000	7
20221028 015135	979	53781	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	475	1	1	1	0.1	50	0.5	FALSE	102191	0.299187298351899	0.386862107604975	0.255882150441175	2.41181376806344	0.0200250771588286	18211	11018000	8
20221028 015205	979	53781	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	89	1	1	1	0.1	50	0.5	FALSE	102191	0.27039989940371	0.40087174224318	0.218629729581153	11.6879035205639	1.63206138238761e-05	16375	14050000	9
20221028 015239	979	53781	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	407	1	1	1	0.1	50	0.5	FALSE	102191	0.111999356800079	0.215719932792126	0.416737744233978	3.65345696661097	0.0167944763785281	20148	11464000	10
20221028 015315	979	53781	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	129	1	1	1	0.1	50	0.5	FALSE	102191	0.0504797421398689	0.477416300197365	0.38424313540454	7.55571641254937	0.0245358181049399	18816	14208000	11
20221028 015445	979	53781	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1273	1	1	1	0.1	50	0.5	FALSE	102191	0.0817022311783512	0.430105584161356	0.983182046257571	1.45251699187793	0.028233040983607	15391	12498000	12
20221028 015502	979	53781	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	53	1	1	1	0.1	50	0.5	FALSE	102191	0.176887879666901	0.650448925627279	0.0523549078192445	8.74015497496293	0.0196081007838142	15541	16358000	13
20221028 015522	979	53781	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	19	1	1	1	0.1	50	0.5	FALSE	102191	0.262024021874386	0.728389554654132	0.914638321568054	6.54069995391183	0.0242974319833605	16528	14464000	14
20221028 015647	979	53781	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2390	1	1	1	0.1	50	0.5	FALSE	102191	0.0436488665964862	0.689671589917271	0.522091744085628	1.82326451713743	0.019783613297333	19766	7268000	15
20221028 015712	979	53781	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	105	1	1	1	0.1	50	0.5	FALSE	102191	0.236098968712176	0.247924256854458	0.543008421368722	7.88353841195931	0.000996235170678863	19194	12332000	16
20221028 015758	979	53781	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	135	1	1	1	0.1	50	0.5	FALSE	102191	0.0836091659302826	0.570109944971964	0.135666412110287	9.9802403052977	0.00249051936149648	16311	15458000	17
20221028 020110	979	53781	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1277	1	1	1	0.1	50	0.5	FALSE	102191	0.016472149713171	0.799528955693913	0.406327648836566	9.01502439766623	1.14975930593888e-05	17667	13306000	18
20221028 020144	979	53781	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	198	1	1	1	0.1	50	0.5	FALSE	102191	0.247275557123225	0.267840113121973	0.159046673041614	11.9329424973883	5.07272279428562e-06	16337	15326000	19
20221028 020200	979	53781	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	36	1	1	1	0.1	50	0.5	FALSE	102191	0.266633701434411	0.217888304598252	0.146868189347379	6.17245995004607	0.024307780049543	17533	14294000	20
20221028 020234	979	53781	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	114	1	1	1	0.1	50	0.5	FALSE	102191	0.186176795706743	0.437122131235442	0.126377905717817	11.1108289502082	6.63326204874219e-05	15218	15724000	21
20221028 020259	979	53781	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	114	1	1	1	0.1	50	0.5	FALSE	102191	0.229614025164227	0.200580516452496	0.0794533010941024	10.4439290824243	0.00245793502944757	16129	14862000	22
20221028 020407	979	53781	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	134	1	1	1	0.1	50	0.5	FALSE	102191	0.0348255269218461	0.718049080321214	0.752835287826426	8.87268335543532	0.0220700145043131	15353	16654000	23
20221028 020436	979	53781	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	59	1	1	1	0.1	50	0.5	FALSE	102191	0.271803508684172	0.764399885775738	0.731236075390859	9.46907635283891	7.34006664859164e-05	17108	12664000	24
20221028 020511	979	53781	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	177	1	1	1	0.1	50	0.5	FALSE	102191	0.164912638058635	0.29614131699634	0.182616108074864	10.7219797940772	2.72126509970435e-05	16442	14876000	25
20221028 020919	979	53781	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1254	1	1	1	0.1	50	0.5	FALSE	102191	0.0220699598919623	0.762758855875951	0.714164254369948	10.2016897550078	1.44772850745641e-06	18658	12444000	26
20221028 020955	979	53781	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	113	1	1	1	0.1	50	0.5	FALSE	102191	0.223424493031004	0.374944150852947	0.144443979396695	11.9894965714708	1.52052265414905e-05	16189	14982000	27
20221028 021021	979	53781	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	88	1	1	1	0.1	50	0.5	FALSE	102191	0.221053182459135	0.296496693539942	0.148039822497503	10.9194646748145	0.000409385557438836	16363	14634000	28
20221028 021041	979	53781	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	27	1	1	1	0.1	50	0.5	FALSE	102191	0.247546140337707	0.250623602335667	0.311292837603425	6.66004738632683	0.03482105975605	17770	13980000	29
20221028 021116	979	53781	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	169	1	1	1	0.1	50	0.5	FALSE	102191	0.144368548462614	0.345482512778137	0.503117737740628	7.90991143833916	0.000584548051519302	17521	13358000	30
20221028 021149	979	53781	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	100	1	1	1	0.1	50	0.5	FALSE	102191	0.219522576194291	0.775353392738803	0.923170102137665	8.78575634334446	1.16460560356101e-05	18461	11478000	31
20221028 021211	979	53781	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	40	1	1	1	0.1	50	0.5	FALSE	102191	0.183062403051939	0.493556200391473	0.662214018064644	5.53120893937722	0.0206203790461263	19273	13134000	32
20221028 021316	979	53781	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	834	1	1	1	0.1	50	0.5	FALSE	102191	0.200584518807402	0.571766040097829	0.614661588870781	1.64451092197071	0.0176802757910934	20538	6844000	33
20221028 021344	979	53781	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	51	1	1	1	0.1	50	0.5	FALSE	102191	0.155363641998852	0.42013688290217	0.845917066942167	7.22341193927103	0.0174680943331055	18320	12800000	34
20221028 021407	979	53781	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	92	1	1	1	0.1	50	0.5	FALSE	102191	0.0862025806243764	0.693765323011717	0.337209406138654	6.68955688085966	0.017592323852102	17422	14596000	35
20221028 021637	979	53781	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1284	1	1	1	0.1	50	0.5	FALSE	102191	0.0264983647136483	0.216373976380238	0.673469735948928	9.00926143701258	3.89493877703598e-05	17977	14206000	36
20221028 021759	979	53781	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	565	1	1	1	0.1	50	0.5	FALSE	102191	0.0524506966050831	0.201685513188597	0.304756164325995	11.4215139060942	4.68120080259268e-05	15124	17112000	37
20221028 021855	979	53781	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	842	1	1	1	0.1	50	0.5	FALSE	102191	0.161488777460204	0.224324003421236	0.985875033456227	1.27698184611555	0.00616609940690184	15325	12790000	38
20221028 022024	979	53781	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1185	1	1	1	0.1	50	0.5	FALSE	102191	0.0872548998872982	0.52282304766383	0.069941709292843	1.4619436847344	0.0273718131765043	15111	12178000	39
20221028 022054	979	53781	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	96	1	1	1	0.1	50	0.5	FALSE	102191	0.0833472205500398	0.600897747538891	0.0595941245346912	8.9729177021184	0.0185640201617116	16355	15850000	40
20221028 022151	979	53781	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	497	1	1	1	0.1	50	0.5	FALSE	102191	0.0394715995264612	0.537926291234652	0.176460083634767	5.1351675936454	0.0226351600922294	16465	15710000	41
20221028 022212	979	53781	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	25	1	1	1	0.1	50	0.5	FALSE	102191	0.29396312576245	0.521687265568599	0.349037291967845	6.17313853941113	0.0194149780102465	19470	12420000	42
20221028 022405	979	53781	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	782	1	1	1	0.1	50	0.5	FALSE	102191	0.0389287867174484	0.209275348680001	0.953720874825783	9.45262067987863	9.57598379909355e-05	16131	15418000	43
