Feature	Gain	Cover	Frequency
ctrx_quarter_normalizado	0.0929426800423629	0.00682351486809952	0.00756828252099729
mcuentas_saldo	0.0613592371486887	0.00646081219151529	0.0056080947027313
cproductos	0.0267682572750462	0.00326075798299138	0.00197076912902586
cprestamos_personales_lag1	0.0207424354207668	0.00107077758774461	0.000489385622644005
vm_status06_avg6	0.0177552283701823	0.000835591314866749	0.000452351034984459
ccomisiones_mantenimiento_tend6	0.0151043148718315	0.00565009032459253	0.00367436016136499
mpayroll_sobre_edad	0.0125839544626608	0.0027238022811982	0.00137027974340321
ccajas_transacciones	0.0104169781628161	0.000784091386001123	0.000296276701276371
ccajas_consultas	0.00847504072982717	0.00523556379106288	0.000338601944315852
mpasivos_margen_avg6	0.00795884839213455	0.00422239035113308	0.00563454797963098
vm_status01_delta1	0.00770787314976269	0.000977991605388166	0.000161364989088023
cliente_edad	0.00741517355036114	0.00729518834147446	0.00612128827458501
mcuenta_corriente_avg6	0.00719069180724839	0.00788476178477358	0.00495205343561934
ctrx_quarter_normalizado_delta1	0.00697182309763444	0.00261580790446913	0.00362409893525561
cprestamos_personales_avg6	0.00692012936340359	0.00482273976325496	0.00109252033595662
ctransferencias_recibidas_avg6	0.00656746299483686	0.00249667596478171	0.00407909529793003
ctrx_quarter_normalizado_tend6	0.00642009556381223	0.00222958654264934	0.00306064413729251
mpayroll_lag1	0.0063880777946732	0.00240805468924014	0.00163216718471001
numero_de_cliente	0.00634681126486825	0.00773967329682429	0.00597050459625686
cliente_edad_lag1	0.00600474972577309	0.00866587987027838	0.00744395211956881
Visa_mpagominimo	0.00572611514371458	0.001499337914184	0.00283050062826533
mcuenta_corriente_tend6	0.00488740641290761	0.00724309908370516	0.00457641690364394
mv_status07_delta1	0.00481609220593521	0.00263119014217617	0.00076979035778057
ctrx_quarter_normalizado_lag1	0.00475088705738086	0.00399250572047717	0.00663448184643873
mrentabilidad_annual_tend6	0.00453862371651477	0.00801422465434765	0.00545202036902321
mrentabilidad_annual_lag1	0.00449702682689431	0.0042274625201536	0.0045552542821242
ccomisiones_otras_tend6	0.00441441729346727	0.00440495946198279	0.00489650155413002
cliente_edad_avg6	0.00427978858992013	0.00694735448528296	0.00607896303154553
mrentabilidad_annual_avg6	0.00425475761051635	0.00490639781159891	0.00435685470537663
mactivos_margen	0.00423416473749527	0.00365864597098393	0.00545731102440315
mcuenta_corriente_lag1	0.00421386088010422	0.0072491111656871	0.00498908802327888
Visa_mconsumospesos_avg6	0.00415149557757542	0.00135437285500215	0.0024733813901197
Master_delinquency_lag1	0.00412611826562923	1.67434310155321e-05	3.43892599695787e-05
Visa_mlimitecompra	0.00389099816988689	0.000862626850757579	0.00179882282917796
mcaja_ahorro_tend6	0.00384178768959139	0.0021478181713505	0.00431717479002712
ccomisiones_otras_avg6	0.00375412330166354	0.00338849690616581	0.00590966205938761
mrentabilidad_lag1	0.00374475022692962	0.00338584000053813	0.00450499305601481
mactivos_margen_delta1	0.00374162074984477	0.00371611220308677	0.00365848819522518
mpasivos_margen_lag1	0.00368623704030063	0.00272318629631658	0.00495998941868924
mcuentas_saldo_avg6	0.00361550508372825	0.00376464926205614	0.00622181072680378
mcaja_ahorro	0.00360662464651459	0.00500794202114331	0.00815289994048013
Visa_msaldototal_avg6	0.00357526519692623	0.00116299973821975	0.00205012895972489
mprestamos_personales	0.00357028396966074	0.00970755028906368	0.00133589048343364
cpayroll_trx	0.00352263636408217	0.00218119551208088	0.000663977250181866
mrentabilidad_avg6	0.00350913997279279	0.00323539192258874	0.00473778189273196
vmr_mpagominimo_tend6	0.00346506215664031	0.000822817886131531	0.00157661530322069
mrentabilidad_annual_delta1	0.00343196133649902	0.00648746585154819	0.00510019178625752
Master_mfinanciacion_limite_tend6	0.0034159584635508	0.00277897667867563	0.00400767145030091
Visa_mfinanciacion_limite_tend6	0.00341236589917954	0.0036086596380833	0.00290456980358442
Visa_msaldototal	0.00340653438649075	0.00197317515759466	0.00275378612525627
ctrx_quarter_avg6	0.00339115378850671	0.00577964938747831	0.00659215660339925
mactivos_margen_avg6	0.00333185909663576	0.00411325498265245	0.00372726671516434
mcomisiones_avg6	0.00328758790404656	0.00449662357535445	0.00513722637391707
Visa_Fvencimiento_lag1	0.0032717491669947	0.00309841148775668	0.0035024138615171
mcaja_ahorro_avg6	0.00324325558839886	0.00272868148411751	0.00455260895443423
mpasivos_margen_tend6	0.00321538265739182	0.00256832781297302	0.00432511077309702
Visa_mfinanciacion_limite	0.00314549646432772	0.00202246321976872	0.00269029826069704
Visa_fechaalta	0.00314389297098039	0.00256035767556776	0.00382249851200317
vmr_Visa_mlimitecompra	0.00311055791853148	0.00135231339096708	0.0019019906090867
Master_mfinanciacion_limite_delta1	0.00310519292505126	0.00158817475546026	0.00310826003571192
mcuenta_corriente	0.0030716456134659	0.00677742552327875	0.00506315719859798
