Feature	Gain	Cover	Frequency
ctrx_quarter_normalizado	0.169823114891427	0.00814865170081488	0.00524281799002307
ctrx_quarter	0.0557272222693999	0.00766716751670303	0.0115700849813672
cpayroll_trx	0.0252709836390217	0.010661394395049	0.000857700573772108
mcaja_ahorro	0.0251583635440321	0.00807279833445861	0.0105595756846817
ctrx_quarter_normalizado_lag1	0.020198118428837	0.00282635124591019	0.00315377486838733
mpasivos_margen	0.0198103437398834	0.0079346446447955	0.0134994183409902
mprestamos_personales	0.0159935820330929	0.022399784266127	0.00366543762446517
mpayroll_sobre_edad	0.0153595294973237	0.00755022104992857	0.00149949721000848
mtarjeta_visa_consumo	0.0130599271605127	0.00655466412274004	0.00394936609026559
mcuentas_saldo	0.0123848946247409	0.0116056214965339	0.00797365774789518
mcomisiones_mantenimiento_tend6	0.0112078047274909	0.0139889537730222	0.00819449099907329
mcomisiones_avg6	0.0107343366712663	0.00400516156360359	0.00813139578445097
ccomisiones_mantenimiento_tend6	0.00769615766134838	0.00632590574479166	0.00359051205710117
mprestamos_personales_lag1	0.00769215799308222	0.00249470373920926	0.00186328055681527
mpayroll	0.00677270766335796	0.0047378688473921	0.00174892048031232
mcomisiones_otras_avg6	0.00653454070225009	0.00406466559442082	0.00350474199972396
numero_de_cliente	0.00633281750874032	0.00458535431741171	0.00991580732298835
mcaja_ahorro_lag1	0.00549234972192205	0.00240344022886819	0.0068004811010115
ctrx_quarter_normalizado_avg6	0.00540368600090933	0.00352991768278426	0.00335883431590985
cliente_edad	0.00487182473332704	0.00366619761589823	0.00874558826429008
mrentabilidad_annual_avg6	0.0046018982560286	0.00491317288356928	0.00694836051028255
mrentabilidad_annual_tend6	0.00458453360141796	0.00341330710422082	0.00709032474318276
mactivos_margen	0.00449207848315622	0.00425783462699012	0.00426188457519175
vm_msaldopesos	0.00412575894536531	0.00113607941525449	0.00209298657254964
ctrx_quarter_tend6	0.00401602272036418	0.00413597475415349	0.00655401541889307
mcomisiones_tend6	0.00380934450731508	0.00331698121260554	0.00642881085237692
mpasivos_margen_lag1	0.003795543963306	0.00221608400550463	0.00817970305814619
mcuenta_corriente_tend6	0.00379500617657462	0.00453730934886828	0.00604629611372913
mrentabilidad_annual	0.00355623477984671	0.0043712167924178	0.00523887453910917
mrentabilidad_annual_delta1	0.00346984276372926	0.00279145773506195	0.00681231145375318
mcuentas_saldo_tend6	0.00340565970324257	0.00270063097192641	0.00532267287102944
chomebanking_transacciones_tend6	0.003356690669046	0.00253835625227678	0.00508606581619575
mpasivos_margen_avg6	0.00331926860793025	0.00366457554417941	0.00939231421416882
ccomisiones_otras_tend6	0.00327537370422495	0.00332416255807606	0.00532267287102944
Master_Fvencimiento	0.00326067038005747	0.00205074095167381	0.00513437308989096
mrentabilidad_tend6	0.0032408990474909	0.00380747423314323	0.00552083127945265
mcaja_ahorro_avg6	0.00319898127635501	0.00432247598934353	0.00838279078021176
cliente_antiguedad	0.00314004643911861	0.00227951598523596	0.00531577183193012
mcuenta_corriente_avg6	0.00303633505135836	0.00516053743272255	0.00574659384427312
ccomisiones_otras_avg6	0.00299050906410978	0.00473460527240505	0.00704596092040144
mcuenta_corriente_lag1	0.00297293370514597	0.0029964244940517	0.00427470079066191
cliente_edad_lag1	0.00295962206284905	0.00630671570179294	0.00544689157481712
cliente_antiguedad_lag1	0.00295626098281302	0.00220630901084537	0.00432892324072796
Master_fechaalta	0.00294955110744769	0.00178946896502256	0.00447877437545596
mactivos_margen_tend6	0.00294248755343992	0.00235531845943904	0.00517479346175839
mcuenta_corriente	0.00291620232051811	0.00225693745014691	0.00445708539542954
mrentabilidad_annual_lag1	0.00291097792316356	0.00217803147991135	0.00518662381450007
mactivos_margen_avg6	0.00290692802080059	0.00462663340551701	0.00524577557820849
ctrx_quarter_delta1	0.00289248965239054	0.00295187350315247	0.00439694776899265
chomebanking_transacciones_avg6	0.00281959498432326	0.00266577447355322	0.00483368495770649
ctarjeta_visa_transacciones	0.00278635702281498	0.00356413941721043	0.00271506595421653
mrentabilidad	0.00278078156947037	0.00227596463825543	0.00429343218250291
mactivos_margen_delta1	0.00277230050584696	0.00506089337271953	0.00485537393773291
mcuentas_saldo_delta1	0.00275802440264834	0.00605382796605116	0.00460693653015754
mcuenta_corriente_delta1	0.00271541709126813	0.0033082823556582	0.00467693278387917
Master_Fvencimiento_avg6	0.0026408593488266	0.00209796054202375	0.0041140051659207
mcuentas_saldo_lag1	0.00263587948965645	0.00303976980357636	0.00556420923950549
ctransferencias_recibidas_avg6	0.0025938031486351	0.0032102760976759	0.00459510617741586
mpasivos_margen_tend6	0.00256815407440686	0.00332528126013428	0.00492635605418302
mrentabilidad_delta1	0.00255341269485935	0.00266642774373776	0.00490959638779896
vm_Fvencimiento	0.00253235628905959	0.00241229731414635	0.00384880809196128
mcuentas_saldo_avg6	0.00252671295733728	0.003055987744829	0.0058037738825246
vm_status01_avg6	0.00250977288390344	0.00391583565633111	0.000459412031468738
Master_mfinanciacion_limite_tend6	0.00249133118498196	0.00212602617653815	0.00385275154287517
cpayroll_trx_avg6	0.00247729581867325	0.00329454425023354	0.00151527101366406
mcomisiones_mantenimiento_delta1	0.00246599805043322	0.00454486914689612	0.00417118520417217
mactivos_margen_lag1	0.00246273745488066	0.00229599023787828	0.00434469704438354
mtransferencias_recibidas_avg6	0.00244951188404743	0.00206327245041201	0.00468777727389238
vm_Fvencimiento_avg6	0.00238836589584776	0.00248354262735958	0.00363586174261096
Visa_fechaalta	0.00238494644076863	0.00196196653027949	0.00382120393556401
mcomisiones_delta1	0.00236473257841715	0.00212625842981905	0.00400358854033165
cproductos_tend6	0.00232003273374547	0.0065100206006532	0.00190863024232506
mcomisiones_mantenimiento	0.00231008313134806	0.00526435742522247	0.00283041189344796
ctransferencias_recibidas_tend6	0.00230219557335951	0.00214683736594381	0.00372754697635901
cliente_edad_avg6	0.00227949842583167	0.00328912099732764	0.00406274030404007
mttarjeta_visa_debitos_automaticos_tend6	0.00224950989482628	0.0036829337318015	0.0023266360391979
mrentabilidad_avg6	0.00224437985735539	0.00236784255568224	0.00454581304099217
ccallcenter_transacciones_avg6	0.00223731230636834	0.00320696995834254	0.00193524853599385
mcomisiones_mantenimiento_avg6	0.00222501780313164	0.00381255327003121	0.00377782597551117
mpasivos_margen_delta1	0.00222404988242042	0.00209170913498873	0.00379852909280912
mcaja_ahorro_tend6	0.00221516736381073	0.00188393220383122	0.0040164047558018
mtransferencias_recibidas_tend6	0.00220337169022415	0.00203201448992503	0.00376895321095491
Master_mfinanciacion_limite_delta1	0.00210880841968276	0.00125305641732087	0.00360529999802827
chomebanking_transacciones	0.00210012700483742	0.00286380694534338	0.00364276278171027
thomebanking_tend6	0.00209067366511545	0.00396622721579237	0.00335982017863833
Visa_Fvencimiento_lag1	0.00208716881826224	0.0012093474602289	0.00346234990239959
mcomisiones	0.00207442291039111	0.00146916393129902	0.00445708539542954
Master_mfinanciacion_limite	0.00204555571070471	0.00109744394317925	0.00384486464104738
Visa_Fvencimiento_avg6	0.00204430369300904	0.00190150757760612	0.0036457203698957
ccallcenter_transacciones_tend6	0.00202989465873645	0.00479641518041755	0.00222804976635053
mcaja_ahorro_delta1	0.00199741896516121	0.00219193706678558	0.00325433286669164
Visa_Fvencimiento	0.00198782027041654	0.00146681271382182	0.00432596565254254
thomebanking_avg6	0.00198589256940339	0.00177494526981508	0.00312715657471854
Visa_mfinanciacion_limite_tend6	0.00198049439042151	0.00220004464944408	0.00331052704221464
mrentabilidad_lag1	0.00196631006750909	0.00184128180352553	0.00386063844470296
ccomisiones_mantenimiento_avg6	0.00194911386249452	0.00441192681371928	0.00275548632608396
Visa_mfinanciacion_limite	0.00193134267977802	0.00131981766918245	0.0038290908373918
Visa_mfinanciacion_limite_delta1	0.00190337675716191	0.000962506637597513	0.00301772581185796
ctrx_quarter_normalizado_tend6	0.00189456360470188	0.00206408950079862	0.00331348463040006
mprestamos_personales_tend6	0.00187591441039236	0.00850815109498682	0.00195397992783485
Master_Fvencimiento_lag1	0.00187168885792994	0.00208284834846307	0.00353136029339275
mcomisiones_lag1	0.00184462526123758	0.00139064104018017	0.00515803379537433
cmobile_app_trx_avg6	0.0017966456571181	0.002557131755555	0.00322377112210896
vm_fechaalta	0.00176840097761658	0.00146107485487804	0.0028885777944279
Visa_cconsumos_avg6	0.001759025155252	0.00142147983438727	0.00232762190192638
cproductos	0.00175303797382796	0.0021736094144554	0.00235621192105211
ctrx_quarter_avg6	0.00174273616291876	0.00380725956078797	0.00638937634323797
cdescubierto_preacordado	0.00174200274743152	0.00278483620327648	0.000808407437348424
chomebanking_transacciones_delta1	0.00172968874893222	0.00124157144631455	0.00310941104560601
cproductos_avg6	0.00172853330733014	0.00355807954973377	0.00316363349567206
Visa_mpagospesos_tend6	0.00172807551140017	0.0031212527673869	0.00295167300905022
vm_msaldototal	0.00172154029990814	0.00101204320888524	0.0027239387187728
vmr_msaldopesos2_tend6	0.00171798568255395	0.00208844370937792	0.00246465682118422
Master_fechaalta_lag1	0.00170396940671096	0.0015399308582723	0.00287576157895775
vm_Fvencimiento_lag1	0.00169547481056188	0.00329180070052087	0.00322672871029438
mcaja_ahorro_dolares_avg6	0.0016771250194837	0.00294701191455537	0.00249028925212453
cmobile_app_trx_tend6	0.00166051018795728	0.00225617961972038	0.00262239485774001
vmr_msaldopesos2	0.00165765868439593	0.00119378556509642	0.00245184060571406
mautoservicio_tend6	0.00165007946254192	0.00118640805350817	0.00202397618155648
cprestamos_personales	0.00164305290843808	0.00315263934622467	0.000861644024686003
ctarjeta_debito_avg6	0.00164181623573613	0.0013313479804707	0.0023079046473569
vm_status01	0.00162929587454543	0.00617071521286555	0.000521521383362581
mcuenta_debitos_automaticos	0.00162351665639697	0.00277392955219274	0.00122641323422127
vm_mpagospesos_tend6	0.00160459859112601	0.00261138926803466	0.00201510341700022
chomebanking_transacciones_lag1	0.00160327807602759	0.0012267757094155	0.00305124514462606
Visa_fechaalta_lag1	0.00159832984040804	0.00104405344792751	0.0019746830451328
mcaja_ahorro_dolares_lag1	0.00156645228161876	0.0016236854627387	0.00183173294950411
tcallcenter_tend6	0.00156346314332358	0.00472125487265648	0.00142555750537295
mttarjeta_visa_debitos_automaticos_delta1	0.00155742733668272	0.00139793342307582	0.00180117120492143
Visa_mconsumospesos_tend6	0.00154835031741405	0.0017176749418668	0.00252578031034959
vmr_mpagospesos_tend6	0.00154072161232499	0.0011399722023173	0.00216594041445669
Visa_mconsumospesos_avg6	0.001532931165258	0.00105667562722957	0.00229410256915827
vm_mfinanciacion_limite_tend6	0.00151956966038696	0.00107647822669027	0.00268351834690538
ctrx_quarter_lag1	0.00151698107335418	0.00268280483863309	0.00654514265433681
vmr_mpagominimo_avg6	0.0014780990372404	0.00149929856316841	0.00187905436047085
Visa_fechaalta_avg6	0.00145620909986151	0.00124497104214739	0.00152217205276337
mtransferencias_recibidas_delta1	0.00145240599050609	0.00132681672821337	0.00240944850838969
ctarjeta_debito_transacciones_tend6	0.00145085282453782	0.00128536183085161	0.00207622690616559
mcaja_ahorro_dolares_delta1	0.0014475989500471	0.00281829548071674	0.00187806849774237
Visa_cconsumos_tend6	0.0014404196650788	0.00261778224778673	0.00258591793678648
